Field,DS_Category,Final_Price
muni_depository,Security Master,2.587
muni_purpose_sched,Security Master,2.587
muni_purpose,Security Master,2.587
main_obligor,Security Master,2.587
muni_registrar,Security Master,2.587
muni_source,Security Master,2.587
muni_paying_agent,Security Master,2.587
muni_mty_size,Security Master,2.587
muni_issue_size,Security Master,2.587
muni_purpose_2,Security Master,2.587
muni_offering_typ,Security Master,2.587
muni_trustee,Security Master,2.587
muni_purpose_3,Security Master,2.587
nxt_sink_px,Security Master,2.587
nxt_sink_dt,Security Master,2.587
muni_official_statement,Security Master,2.587
nxt_par_call_dt,Security Master,2.587
muni_escrow_mty_dt,Security Master,2.587
cpn_typ,Security Master,2.587
yield_on_issue_date,Security Master,2.587
muni_adv_rfnd_dt,Security Master,2.587
muni_adv_rfnd_px,Security Master,2.587
mty_typ,Security Master,2.587
mtg_bal,Security Master,2.587
mtg_pool_factor,Security Master,2.587
mtg_whln_number_loan,Security Master,2.587
mtg_whln_wala,Security Master,2.587
mtg_whln_waltv,Security Master,2.587
mtg_whln_ltv,Security Master,2.587
mtg_whln_30dlq,Security Master,2.587
mtg_whln_60dlq,Security Master,2.587
mtg_whln_90dlq,Security Master,2.587
mtg_whln_fcls,Security Master,2.587
mtg_whln_reo,Security Master,2.587
mtg_whln_lim_doc,Security Master,2.587
mtg_whln_balgt6,Security Master,2.587
mtg_whln_bal36,Security Master,2.587
mtg_whln_geo1,Security Master,2.587
mtg_whln_geo2,Security Master,2.587
mtg_whln_geo3,Security Master,2.587
mtg_whln_geo4,Security Master,2.587
muni_issuer_des_2nd_line,Security Master,2.587
acc_interest_100_bid,Derived - End of Day,1.014
int_acc,Derived - End of Day,1.014
acc_interest_100_ask,Derived - End of Day,1.014
total_non_voting_shares_value,Security Master,2.587
avg_life_longest,Derived - End of Day,1.014
avg_life_shortest,Derived - End of Day,1.014
collat_typ,Security Master,2.587
mtg_deal_cur_collat_amt,Security Master,2.587
muni_pre_rfnd_mty_dt,Security Master,2.587
eqy_sh_out,Security Master,2.587
nxt_refix_dt,Security Master,2.587
last_refix_dt,Security Master,2.587
refix_freq,Security Master,2.587
eqy_for_sh_out,Security Master,2.587
trade_dt_acc_int,Derived - End of Day,1.014
days_to_mty,Security Master,2.587
days_to_nxt_refix_dt,Security Master,2.587
issuer,Security Master,2.587
prpl,Security Master,2.587
int_acc_dt,Security Master,2.587
calc_typ,Security Master,2.587
day_cnt,Security Master,2.587
floater,Security Master,2.587
stepup_cpn,Security Master,2.587
stepup_dt,Security Master,2.587
underlying_cusip,Security Master,2.587
mtg_pool_number,Security Master,2.587
mtg_cmo_group,Security Master,2.587
mtg_cmo_series,Security Master,2.587
mtg_notl_princ_flag,Security Master,2.587
credit_enhancements,Security Master,2.587
muni_tax_code,Security Master,2.587
muni_tax_des,Security Master,2.587
opt_put_call,Security Master,2.587
nxt_par_put_dt,Security Master,2.587
quote_typ,Pricing - End of Day,1.014
is_day_payer,Security Master,2.587
is_qdi_eligible,Security Master,2.587
is_taxable_at_normal_income,Security Master,2.587
ask_workout_dt_years_tdy,Derived - End of Day,1.014
muni_bank_qual,Security Master,2.587
muni_min_tax,Security Master,2.587
muni_state_tax,Security Master,2.587
muni_fed_tax,Security Master,2.587
muni_refund_stat,Security Master,2.587
insurance_status,Security Master,2.587
sinkable,Security Master,2.587
putable,Security Master,2.587
callable,Security Master,2.587
muni_issue_typ2,Security Master,2.587
yld_flag,Security Master,2.587
muni_region,Security Master,2.587
muni_long_industry_typ,Security Master,2.587
first_settle_dt,Security Master,2.587
zero_cpn,Security Master,2.587
muni_note,Security Master,2.587
muni_letter_credit,Security Master,2.587
muni_letter_credit_2nd,Security Master,2.587
lookback_days,Security Master,2.587
mtg_record_dt,Security Master,2.587
day_cnt_des,Security Master,2.587
delivery_typ,Security Master,2.587
ask_workout_dt_days_tdy,Derived - End of Day,1.014
indx_mweight_hist,Security Master,2.587
muni_purch_agreement,Security Master,2.587
muni_purch_agreement_dt,Security Master,2.587
sec_days,Security Master,2.587
mtg_deal_typ,Security Master,2.587
mtg_pool_typ,Security Master,2.587
mtg_cmo_class,Security Master,2.587
calc_typ_des,Security Master,2.587
short_name,Security Master,2.587
mtg_pool_alpha,Security Master,2.587
eqy_sic_code,Security Master,2.587
eqy_sic_name,Security Master,2.587
eqy_prim_exch_shrt,Security Master,2.587
primary_exchange_name,Security Master,2.587
eqy_fiscal_yr_end,Security Master,2.587
industry_sector,Security Master,2.587
industry_group,Security Master,2.587
industry_subgroup,Security Master,2.587
eqy_po_dt,Security Master,2.587
eqy_po_sh_offer,Security Master,2.587
eqy_po_sh_px,Security Master,2.587
eqy_po_lead_mgr,Security Master,2.587
eqy_inst_buys,SecurityOwnership,2.171
eqy_inst_sells,SecurityOwnership,2.171
eqy_inst_hold,SecurityOwnership,2.171
eqy_inst_sh_held,SecurityOwnership,2.171
eqy_inst_pct_sh_out,Security Master,2.587
eqy_sh_purch_sold,SecurityOwnership,2.171
eqy_opt_avail,Security Master,2.587
eqy_fund_crncy,Packaged,2.587
pct_sinker,Security Master,2.587
des_notes,Security Master,2.587
amt_issued,Security Master,2.587
announce_dt,Security Master,2.587
call_partial,Security Master,2.587
call_in_lots,Security Master,2.587
mtg_nxt_acc_per_beg,Security Master,2.587
indx_freq,Security Master,2.587
region_or_country,Security Master,2.587
indx_trading_day,Security Master,2.587
indx_source,Security Master,2.587
indx_history_typ,Security Master,2.587
history_start_dt,Security Master,2.587
indx_units,Security Master,2.587
workout_dt_years_bid,Derived - End of Day,1.014
eqy_recent_qt_end,Security Master,2.587
mtg_collat_seasoning,Security Master,2.587
eqy_split_adj_init_po_px,Security Master,2.587
eqy_split_adj_last_offer_px,Security Master,2.587
full_fund_avail,Security Master,2.587
most_recent_period_end_dt,Security Master,2.587
time_zone_num,Security Master,2.587
cur_employees,Security Master,2.587
mtg_stated_num_dt,Security Master,2.587
opt_chain,Security Master,2.587
cur_num_employees_as_per_dt,Security Master,2.587
mtg_compliance_code,Security Master,2.587
muni_adj_cpn_mode,Security Master,2.587
days_to_mty_tdy,Security Master,2.587
days_to_nxt_refix_tdy,Security Master,2.587
workout_dt_years_tdy,Derived - End of Day,1.014
mty_years_tdy,Security Master,2.587
bb_country_code,Security Master,2.587
mtg_acc_rt_start_dt,Security Master,2.587
mtg_acc_rt,Security Master,2.587
muni_verified,Security Master,2.587
mtg_acc_rt_end_dt,Security Master,2.587
mtg_orig_serv_line1,Security Master,2.587
mtg_orig_serv_line2,Security Master,2.587
mtg_orig_serv_line3,Security Master,2.587
mtg_orig_serv_line4,Security Master,2.587
mtg_dtc_typ,Security Master,2.587
gilts_ex_dvd_dt,Security Master,2.587
muni_dated_dt,Security Master,2.587
redemp_val,Security Master,2.587
idx_ratio,Security Master,2.587
eqy_fund_ind,Security Master,2.587
main_obligor_typ,Security Master,2.587
workout_dt_mid,Derived - End of Day,1.014
workout_px_mid,Derived - Intraday,1.183
workout_dt_ask,Derived - End of Day,1.014
workout_px_ask,Derived - Intraday,1.183
eqy_wrt_avail,Security Master,2.587
has_convertible_pfds,Security Master,2.587
industry_group_num,Security Master,2.587
industry_subgroup_num,Security Master,2.587
industry_sector_num,Security Master,2.587
cntry_issue_iso,Security Master,2.587
composite_exch_code,Security Master,2.587
indx_hist_start_dt_daily,Security Master,2.587
indx_hist_start_dt_weekly,Security Master,2.587
indx_hist_start_dt_monthly,Security Master,2.587
indx_hist_start_dt_quarterly,Security Master,2.587
mtg_face_amt,Security Master,2.587
mtg_whln_cred_sup,Security Master,2.587
real_first_cpn_dt,Security Master,2.587
days_to_ask_workout_dt,Derived - End of Day,1.014
yrs_to_ask_workout_dt,Derived - End of Day,1.014
structured_note,Security Master,2.587
french_flt_cryst_rt,Security Master,2.587
cpn_freq_yld_cnv,Security Master,2.587
mtg_orig_wal,Security Master,2.587
indx_hist_start_dt_yearly,Security Master,2.587
indx_end_of_week,Security Master,2.587
mtg_pay_method,Security Master,2.587
cie_des,Security Master,2.587
cie_des_bulk,Security Master,2.587
muni_letter_credit_edt,Security Master,2.587
muni_letter_credit_2nd_edt,Security Master,2.587
indx_members,Security Master,2.587
sinking_fund_factor,Security Master,2.587
sinkable_par_market,Security Master,2.587
cmpd_freq_cnv_yld,Security Master,2.587
nxt_sink_amt,Security Master,2.587
nxt_sink_anticipated_px,Security Master,2.587
nxt_sink_anticipated_dt,Security Master,2.587
nxt_sink_anticipated_amt,Security Master,2.587
sink_anticipated_fund,Security Master,2.587
cpn_asof_dt,Security Master,2.587
muni_letter_credit_3rd,Security Master,2.587
muni_letter_credit_4th,Security Master,2.587
muni_letter_credit_5th,Security Master,2.587
muni_letter_credit_3rd_edt,Security Master,2.587
muni_letter_credit_4th_edt,Security Master,2.587
muni_letter_credit_5th_edt,Security Master,2.587
muni_letter_credit_typ,Security Master,2.587
muni_letter_credit_2nd_typ,Security Master,2.587
muni_letter_credit_3rd_typ,Security Master,2.587
muni_letter_credit_4th_typ,Security Master,2.587
muni_letter_credit_5th_typ,Security Master,2.587
muni_letter_credit_perc,Security Master,2.587
muni_letter_credit_2nd_perc,Security Master,2.587
muni_letter_credit_3rd_perc,Security Master,2.587
muni_letter_credit_4th_perc,Security Master,2.587
muni_letter_credit_5th_perc,Security Master,2.587
mtg_deal_cur_net,Security Master,2.587
withholding_tax,Security Master,2.587
dual_crncy_cnvs_factor,Security Master,2.587
mtg_dlq_u60_dol,Security Master,2.587
mtg_dlq_o60_dol,Security Master,2.587
mtg_orig_amt,Security Master,2.587
mtg_aols,Security Master,2.587
qt_spec,Pricing - End of Day,1.014
indx_des,Security Master,2.587
des_cash_flow,Security Master,2.587
redemp_crncy,Security Master,2.587
cpn_crncy,Security Master,2.587
brady_bus_day_conv,Security Master,2.587
brady_pv_princ_guarantee,Derived - End of Day,1.014
brady_pv_int_guarantee,Derived - End of Day,1.014
cur_factor,Derived - End of Day,1.014
nxt_cap_dt,Security Master,2.587
nxt_cap_amt,Security Master,2.587
avg_life,Derived - End of Day,1.014
eqy_float,Derived - End of Day,1.014
eqy_sh_out_tot_mult_sh,Security Master,2.587
book_entry,Security Master,2.587
eqy_sh_out_real,Security Master,2.587
fee_mgr,Security Master,2.587
fee_underwriter,Security Master,2.587
fee_reallowance,Security Master,2.587
fee_selling_concessn,Security Master,2.587
fee_total_gross,Security Master,2.587
guarantor,Security Master,2.587
country_guarantor,Security Master,2.587
structured_cpn_general,Security Master,2.587
listed_exch_of_composite,Security Master,2.587
finalized,Security Master,2.587
is_maple,Security Master,2.587
is_bond_no_calctyp,Security Master,2.587
mtg_deal_orig_net,Security Master,2.587
mtg_deal_orig_face,Security Master,2.587
mtg_deal_px_spd,Security Master,2.587
fixed_reoffer_px,Security Master,2.587
listed_exch,Security Master,2.587
mtg_wac_arm_mrgn,Security Master,2.587
mtg_wac_arm_cpn,Security Master,2.587
mtg_wac_arm_flr,Security Master,2.587
mtg_wac_arm_cap,Security Master,2.587
mtg_wac_arm_pct,Security Master,2.587
mtg_wac_arm_wac,Security Master,2.587
mtg_wac_arm_unpaid,Security Master,2.587
muni_recent_redemp_typ,Security Master,2.587
muni_recent_redemp_amt,Security Master,2.587
muni_recent_redemp_px,Security Master,2.587
muni_recent_redemp_dt,Security Master,2.587
muni_recent_redemp_hist,Security Master,2.587
indx_mweight,Security Master,2.587
indx_gweight,Security Master,2.587
mtg_px_spd,Security Master,2.587
mtg_px_spd_dt,Security Master,2.587
index_list,Security Master,2.587
mtg_trustee,Security Master,2.587
eqy_employee_num,Security Master,2.587
eqy_po_typ,Security Master,2.587
eqy_init_po_dt,Security Master,2.587
eqy_init_po_lead_mgr,Security Master,2.587
eqy_init_po_sh_px,Security Master,2.587
eqy_init_po_sh_offer,Security Master,2.587
eqy_init_po_typ,Security Master,2.587
called_dt,Security Master,2.587
remarketing_agent,Security Master,2.587
refix_freq_m,Security Master,2.587
company_filings_available,Security Master,2.587
dtc_eligible,Security Master,2.587
dtc_registered,Security Master,2.587
second_call_dt,Security Master,2.587
second_call_px,Security Master,2.587
transfer_agent,Security Master,2.587
company_tel_number,Security Master,2.587
company_fax_number,Security Master,2.587
company_address,Security Master,2.587
country_iso,Security Master,2.587
mtg_waolt,Security Master,2.587
mtg_tax_1984,Security Master,2.587
mtg_tax_1985,Security Master,2.587
mtg_qrt_cpn_min,Security Master,2.587
mtg_qrt_cpn_25,Security Master,2.587
mtg_qrt_cpn_med,Security Master,2.587
mtg_qrt_cpn_75,Security Master,2.587
mtg_qrt_cpn_max,Security Master,2.587
mtg_qrt_mty_min,Security Master,2.587
mtg_qrt_mty_25,Security Master,2.587
mtg_qrt_mty_med,Security Master,2.587
mtg_qrt_mty_75,Security Master,2.587
mtg_qrt_mty_max,Security Master,2.587
mtg_qrt_age_min,Security Master,2.587
mtg_qrt_age_25,Security Master,2.587
mtg_qrt_age_med,Security Master,2.587
mtg_qrt_age_75,Security Master,2.587
mtg_qrt_age_max,Security Master,2.587
mtg_qrt_term_min,Security Master,2.587
mtg_qrt_term_25,Security Master,2.587
mtg_qrt_term_med,Security Master,2.587
mtg_qrt_term_75,Security Master,2.587
mtg_qrt_term_max,Security Master,2.587
mtg_qrt_aols_min,Security Master,2.587
mtg_qrt_aols_25,Security Master,2.587
mtg_qrt_aols_med,Security Master,2.587
mtg_qrt_aols_75,Security Master,2.587
mtg_qrt_aols_max,Security Master,2.587
mtg_qrt_asof_dt,Security Master,2.587
mtg_mrg_diff,Security Master,2.587
mtg_negam_fact,Security Master,2.587
mtg_negam_fact_dt,Security Master,2.587
called_px,Security Master,2.587
opt_undl_ticker,Security Master,2.587
indx_movers,Security Master,2.587
indx_most_up,Security Master,2.587
indx_most_down,Security Master,2.587
issuer_bulk,Security Master,2.587
country_full_name,Security Master,2.587
voting_rights,Security Master,2.587
has_convertibles,Security Master,2.587
company_period_notes,Security Master,2.587
opt_undl_cmpid,Security Master,2.587
opt_undl_secid,Security Master,2.587
mtg_geo_orig_bal,Security Master,2.587
mtg_geo_pct_orig_bal,Security Master,2.587
mtg_geo_num_orig_loans,Security Master,2.587
mtg_geo_pct_orig_loans,Security Master,2.587
mtg_geo_pct_curr_bal,Security Master,2.587
mtg_geo_num_curr_loans,Security Master,2.587
mtg_geo_pct_curr_loans,Security Master,2.587
prvt_place,Security Master,2.587
co_mgr,Security Master,2.587
registered,Security Master,2.587
bearer,Security Master,2.587
voting_rights_des,Security Master,2.587
dividend_rights,Security Master,2.587
long_comp_name,Security Master,2.587
mtg_num_bonds_deal,Security Master,2.587
mtg_num_cpt_deal,Security Master,2.587
mtg_geo_orig_bal_yr,Security Master,2.587
mtg_geo_orig_pct_bal_yr,Security Master,2.587
mtg_geo_orig_loan_yr,Security Master,2.587
mtg_geo_orig_pct_loan_yr,Security Master,2.587
mtg_geo_curr_pct_bal_yr,Security Master,2.587
mtg_geo_curr_loan_yr,Security Master,2.587
mtg_geo_curr_pct_loan_yr,Security Master,2.587
defaulted,Security Master,2.587
issue_yld,Security Master,2.587
issue_spread_bnchmrk,Security Master,2.587
issue_bnchmrk,Security Master,2.587
min_denomination,Security Master,2.587
mtg_min_increment,Security Master,2.587
mtg_call_pct,Security Master,2.587
mtg_num_pools,Security Master,2.587
mtg_collat_dt,Security Master,2.587
called,Security Master,2.587
eqy_nms,Security Master,2.587
parent_comp_name,Security Master,2.587
parent_ticker,Security Master,2.587
eqy_prim_security_ticker,Security Master,2.587
eqy_prim_security_prim_exch,Security Master,2.587
mtg_dlq_c1_def,Security Master,2.587
mtg_dlq_c2_def,Security Master,2.587
mtg_dlq_c3_def,Security Master,2.587
eqy_prim_security_comp_exch,Security Master,2.587
call_freq,Security Master,2.587
call_typ,Security Master,2.587
completely_called,Security Master,2.587
default_notes,Security Master,2.587
tender_notes,Security Master,2.587
os_notes,Security Master,2.587
bb_assigned_id_flag,Security Master,2.587
muni_escrow_pct,Security Master,2.587
muni_escrow_pct_2nd,Security Master,2.587
muni_escrow_typ,Security Master,2.587
muni_escrow_typ_2nd,Security Master,2.587
muni_var_init_cpn_rt,Security Master,2.587
muni_int_pay_typ,Security Master,2.587
letter_of_credit_flag,Security Master,2.587
mandatory_put_upon_cnvs,Security Master,2.587
mtg_hist_dlq_c1,Security Master,2.587
mtg_hist_dlq_c2,Security Master,2.587
mtg_hist_dlq_c3,Security Master,2.587
mtg_group_des,Security Master,2.587
muni_opt_call_timing_ind,Security Master,2.587
pre_rfnd_typ,Security Master,2.587
put_freq,Security Master,2.587
put_notification_max_days,Security Master,2.587
put_notification_min_days,Security Master,2.587
put_typ,Security Master,2.587
company_web_address,Security Master,2.587
sale_dt,Security Master,2.587
muni_bond_typ,Security Master,2.587
sink_fund_redemp_method,Security Master,2.587
xo_redemp_flag,Security Master,2.587
xo_redemp_typ,Security Master,2.587
var_adj_day,Security Master,2.587
when_issued,Security Master,2.587
mtg_base_rt,Security Master,2.587
related_equities,Security Master,2.587
par_val_crncy,Security Master,2.587
pre_redenom_crncy,Security Master,2.587
pre_euro_calendar_code,Security Master,2.587
pre_euro_amt_issued,Security Master,2.587
pre_euro_amt_outstanding,Security Master,2.587
pre_euro_amt_outstanding_last,Security Master,2.587
pre_euro_min_piece,Security Master,2.587
pre_euro_min_increment,Security Master,2.587
pre_euro_issue_typ,Security Master,2.587
pre_euro_day_cnt,Security Master,2.587
pre_euro_calc_typ,Security Master,2.587
pre_euro_par_amt,Security Master,2.587
redenom_dt,Security Master,2.587
reconvention_dt,Security Master,2.587
redenom_method,Security Master,2.587
redenom_round_method,Security Master,2.587
redenom_px,Security Master,2.587
opt_chain_expire_dt,Security Master,2.587
seasoned,Security Master,2.587
mtg_rev_term_dt,Security Master,2.587
parent_industry_sector,Security Master,2.587
parent_industry_group,Security Master,2.587
parent_industry_subgroup,Security Master,2.587
inverse_quoted,Pricing - End of Day,1.014
fotra,Security Master,2.587
144a_flag,Security Master,2.587
bb_crncy_code,Security Master,2.587
eqy_recent_qt_end_dt,Security Master,2.587
eqy_recent_qt_end_qt,Security Master,2.587
post_redenom_crncy,Security Master,2.587
post_euro_calendar_code,Security Master,2.587
post_euro_amt_issued,Security Master,2.587
post_euro_amt_outstanding,Security Master,2.587
post_euro_amt_outstanding_last,Security Master,2.587
post_euro_min_piece,Security Master,2.587
post_euro_min_increment,Security Master,2.587
post_euro_issue_typ,Security Master,2.587
post_euro_day_cnt,Security Master,2.587
post_euro_calc_typ,Security Master,2.587
post_euro_par_amt,Security Master,2.587
spot_rt_usd_flag,Security Master,2.587
mtn_flag,Security Master,2.587
emtn_flag,Security Master,2.587
yrs_to_mty_issue,Security Master,2.587
fixed,Security Master,2.587
bullet,Security Master,2.587
issuer_cmpid,Security Master,2.587
issuer_secid,Security Master,2.587
num_warrants,Security Master,2.587
indx_members2,Security Master,2.587
indx_members3,Security Master,2.587
company_auditor,Security Master,2.587
brady,Security Master,2.587
cpn_typ_specific,Security Master,2.587
cap_factor,Derived - End of Day,1.014
issuer_parent_eqy_ticker,Security Master,2.587
quote_factor,Pricing - End of Day,1.014
issue_underwriter,Security Master,2.587
aggte_amt_issued_flag,Security Master,2.587
pre_euro_day_cnt_des,Security Master,2.587
post_euro_day_cnt_des,Security Master,2.587
pre_euro_calc_typ_des,Security Master,2.587
post_euro_calc_typ_des,Security Master,2.587
count_index_members,Security Master,2.587
parent_comp_country_iso,Security Master,2.587
mtg_is_mega,Security Master,2.587
convertible,Security Master,2.587
nyse_post_and_panel,Security Master,2.587
inflation_linked_indicator,Security Master,2.587
fed_wire_book_entry,Security Master,2.587
is_stk_marginable,Security Master,2.587
exchangeable,Security Master,2.587
super_sinker,Security Master,2.587
partially_called,Security Master,2.587
curr_int_indicator,Security Master,2.587
mtg_contrib_cf,Security Master,2.587
name_chinese_traditional,Security Master,2.587
dual_crncy,Security Master,2.587
eqy_sh_out_dt,Security Master,2.587
financial_advisor,Security Master,2.587
legal_opinion,Security Master,2.587
liquidity_agreement,Security Master,2.587
liquidity_agreement_exp_dt,Security Master,2.587
surety_bond_provider,Security Master,2.587
surety_bond_exp_dt,Security Master,2.587
guaranty_agreement,Security Master,2.587
guaranty_agreement_exp_dt,Security Master,2.587
guaranteed_invest_contract,Security Master,2.587
gic_exp_dt,Security Master,2.587
multiple_share,Security Master,2.587
int_acc_per_bond,Derived - End of Day,1.014
portal,Security Master,2.587
ad_valorem_tax,Security Master,2.587
ad_valorem_tax_typ,Security Master,2.587
sink_expired,Security Master,2.587
put_expired,Security Master,2.587
mtg_prev_cpn,Security Master,2.587
mtg_rcv,Security Master,2.587
which_japanese_section,Security Master,2.587
make_whole_call,Security Master,2.587
warrant_chain,Security Master,2.587
adr_custodian,Security Master,2.587
mtg_collat_age_low,Security Master,2.587
mtg_collat_age_high,Security Master,2.587
mtg_property_typ,Security Master,2.587
mtg_disc_freq_collat,Security Master,2.587
mtg_bond_val,Security Master,2.587
mtg_cpt_typ,Security Master,2.587
mtg_cred_enhanc,Security Master,2.587
mtg_serv,Security Master,2.587
mtg_undw_disc,Security Master,2.587
mtg_remic_cusip,Security Master,2.587
latest_ann_cie_filing,Security Master,2.587
mtg_cred_prov,Security Master,2.587
most_recent_reported_factor,Security Master,2.587
tender_agent,Security Master,2.587
muni_source_2,Security Master,2.587
muni_source_3,Security Master,2.587
expected_report_dt,Security Master,2.587
expected_report_typ,Security Master,2.587
expected_report_time,Security Master,2.587
tax_changes_call,Security Master,2.587
real_bloomberg_dept_des,Security Master,2.587
ex_div_calendar,Security Master,2.587
ex_div_days,Security Master,2.587
mtg_deal_call_pct,Security Master,2.587
mtg_deal_call_dt,Security Master,2.587
mtg_class_call_pct,Security Master,2.587
mtg_class_call_dt,Security Master,2.587
mtg_call_rules_later,Security Master,2.587
mtg_call_not_coded,Security Master,2.587
futures_category,Security Master,2.587
int_rt_day_cnt_des,Security Master,2.587
capsec_indicator,Security Master,2.587
lse_segment,Security Master,2.587
lse_sector,Security Master,2.587
listed_sh_out,Security Master,2.587
mtg_prpl_des,Security Master,2.587
is_current_govt,Security Master,2.587
indx_members_cusips,Security Master,2.587
pay_in_kind_start_dt,Security Master,2.587
pay_in_kind_end_dt,Security Master,2.587
delivery_typ_list,Security Master,2.587
pay_in_kind_bonds,Security Master,2.587
drd_eligible,Security Master,2.587
3c7_indicator,Security Master,2.587
cbo_clo,Security Master,2.587
is_credit_linked,Security Master,2.587
extendible,Security Master,2.587
deposit_bank_notes,Security Master,2.587
put_bus_days,Security Master,2.587
next_cash_flow,Derived - End of Day,1.014
next_cash_flow_dt,Security Master,2.587
is_unit_traded,Security Master,2.587
prc_flg,Pricing - End of Day,1.014
sink_lottery,Security Master,2.587
calendar_code,Security Master,2.587
soft_call_days,Security Master,2.587
is_discrete_soft_call,Security Master,2.587
soft_call_end,Security Master,2.587
soft_call_out_of,Security Master,2.587
soft_call_parity,Security Master,2.587
soft_call_basis,Security Master,2.587
soft_call_trigger,Security Master,2.587
gilt_py_meth,Pricing - End of Day,1.014
gilt_rpi_dt,Security Master,2.587
gilt_rpi_value,Security Master,2.587
gilt_digits,Security Master,2.587
gilt_truncated,Security Master,2.587
new_cusips_assigned,Security Master,2.587
governing_law,Security Master,2.587
sales_restrictions,Security Master,2.587
offering_typ,Security Master,2.587
nxt_factor_dt,Security Master,2.587
soft_call_typ,Security Master,2.587
soft_call_quote_typ,Security Master,2.587
collat_types,Security Master,2.587
soft_call_out_of_day_typ,Security Master,2.587
physical_delivery,Security Master,2.587
keepwell_agreement,Security Master,2.587
is_cd,Security Master,2.587
muni_floater_call_text,Security Master,2.587
muni_floater_put_text,Security Master,2.587
call_notification_max_days,Security Master,2.587
call_notification_min_days,Security Master,2.587
firm_restrict_code,Security Master,2.587
indx_movers_down,Security Master,2.587
indx_movers_volume,Security Master,2.587
eqy_prim_security_crncy,Security Master,2.587
eqy_free_float_pct,Derived - End of Day,1.014
industry_group_index,Security Master,2.587
eqy_recent_bs_qt,Security Master,2.587
ult_parent_corp_ticker,Credit Risk Corporate Structure,3.796
is_sets,Security Master,2.587
days_to_settle,Security Master,2.587
nxt_par_call_px,Security Master,2.587
expected_px_dt,Security Master,2.587
expected_px_msg,Security Master,2.587
verbal_award_dt,Security Master,2.587
filing_days,Derived - End of Day,1.014
muni_fiscal_yr_end_dt,Security Master,2.587
muni_int_cost_typ,Security Master,2.587
muni_int_cost,Security Master,2.587
first_step_cpn,Security Master,2.587
second_step_cpn,Security Master,2.587
third_step_cpn,Security Master,2.587
first_step_cpn_change_dt,Security Master,2.587
second_step_cpn_chg_dt,Security Master,2.587
call_redemp_method,Security Master,2.587
antic_sink_fund_redemp_method,Security Master,2.587
muni_put_timing_indicator,Security Master,2.587
anticipated_sink_typ,Security Master,2.587
anticipated_sink_freq,Security Master,2.587
mtg_class_deal_pct_curr,Security Master,2.587
mtg_exp_mty_dt,Security Master,2.587
mty_amt,Security Master,2.587
mtg_class_deal_pct_orig,Security Master,2.587
potential_var_modes,Security Master,2.587
most_recent_hist_charge_off_dt,Security Master,2.587
opt_chain_id_bb_unique,Security Master,2.587
announcement_dt,Security Master,2.587
latest_period_end_dt_full_record,Security Master,2.587
most_recent_hist_dlq_dt,Security Master,2.587
pcs_quote_typ,Pricing - End of Day,1.014
call_status_for_defeased_bond,Security Master,2.587
adj_cpn_int_pay_info,Security Master,2.587
sec_restrict,Security Master,2.587
adjustable,Security Master,2.587
muni_trade_name,Security Master,2.587
undl_collat_typ,Security Master,2.587
eqy_sh_out_actual,Security Master,2.587
eqy_recent_semi_end,Security Master,2.587
eqy_ipo_lockup_dt,Security Master,2.587
eqy_last_po_lockup_dt,Security Master,2.587
is_jasdaq_mkt_maker,Security Master,2.587
refunding_issue,Security Master,2.587
first_settle_dt_confirmed,Security Master,2.587
muni_issue_typ,Security Master,2.587
sic_uk_sic_2007,Credit Risk Regulatory Compliance,0.754
emir_counterparty_classification,Credit Risk Regulatory Compliance,0.754
central_counterparty_auth,Credit Risk Regulatory Compliance,0.754
global_intermediary_id,Credit Risk Regulatory Compliance,0.754
emir_corp_sector_of_counterparty,Credit Risk Regulatory Compliance,0.754
bram_hqla_30_d_px_drop_anls_st_d,High Quality Liquid Assets,4.472
bram_hqla_30_day_price_drop,High Quality Liquid Assets,4.472
bram_hqla_max_30_d_px_drop_dt,High Quality Liquid Assets,4.472
current_oecd_member_country,High Quality Liquid Assets,4.472
current_oecd_member_cor_class,High Quality Liquid Assets,4.472
bram_hqla_us_elig_ast_cl_desgtn,High Quality Liquid Assets,4.472
bram_hqla_eu_elig_ast_cl_desgtn,High Quality Liquid Assets,4.472
bram_hqla_major_equity_idx_flag,High Quality Liquid Assets,4.472
bram_dir_obs_unweighted_trd_cnt,Premium BRAM Transparency,1.781
bram_direct_obs_trd_wtd_cnt,Premium BRAM Transparency,1.781
bram_direct_obs_trd_wtd_std_dev,Premium BRAM Transparency,1.781
bram_direct_obs_trd_wavg_age,Premium BRAM Transparency,1.781
bram_direct_obs_lst_trd_dt,Premium BRAM Transparency,1.781
bram_direct_observation_trd_pct,Premium BRAM Transparency,1.781
bram_us_basel_iii_sta_rsk_wt,High Quality Liquid Assets,4.472
bram_us_basel_iii_sta_rs_wt_ex_t,High Quality Liquid Assets,4.472
bval_cash_settle_adjustment,Pricing - End of Day,1.014
eligible_for_stamp_duty,Basic Tax,1.781
aifmd_exposure_rpt_macro_ast_typ,Security Master,2.587
aifmd_exposure_rpt_ast_typ,Security Master,2.587
aifmd_exposure_rpt_sub_ast_typ,Security Master,2.587
aifmd_turnover_rpt_macro_ast_typ,Security Master,2.587
aifmd_turnover_rpt_ast_typ,Security Master,2.587
aifmd_turnover_rpt_sub_ast_typ,Security Master,2.587
eligible_for_tp_levy,Basic Tax,1.781
supply_chain_sum_top_revenues,SupplyChain,3.796
